id,image
malik-benson,"https://www.maddenratings.com/wp-content/uploads/malik-benson-16190.png"
decamerion-richardson,"https://www.maddenratings.com/wp-content/uploads/decamerion-richardson-1082-madden-photo.png"
jonah-laulu,"https://www.maddenratings.com/wp-content/uploads/jonah-laulu-1157-madden-photo.png"
dalton-johnson,"https://www.maddenratings.com/wp-content/uploads/dalton-johnson-1860.png"
benito-jones,"https://www.maddenratings.com/wp-content/uploads/benito-jones-21132-madden-photo.png"
hezekiah-masses,"https://www.maddenratings.com/wp-content/uploads/hezekiah-masses-16281.png"
donte-thornton-jr,"https://www.maddenratings.com/wp-content/uploads/donte-thornton-jr-15065-madden-photo.png"
spencer-burford,"https://www.maddenratings.com/wp-content/uploads/spencer-burford-22136-madden-photo.png"
dylan-laube,"https://www.maddenratings.com/wp-content/uploads/dylan-laube-1122-madden-photo.png"
aidan-oconnell,"https://www.maddenratings.com/wp-content/uploads/aidan-oconnell-22716-madden-photo.png"
jj-pegues,"https://www.maddenratings.com/wp-content/uploads/jj-pegues-15208-madden-photo.png"
connor-heyward,"https://www.maddenratings.com/wp-content/uploads/connor-heyward-22249-madden-photo.png"
tonka-hemingway,"https://www.maddenratings.com/wp-content/uploads/tonka-hemingway-15223-madden-photo.png"
chase-roberts,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
dareke-young,"https://www.maddenratings.com/wp-content/uploads/dareke-young-22377-madden-photo.png"
chris-collier,"https://www.maddenratings.com/wp-content/uploads/chris-collier-4698191-madden-photo.png"
segun-olubi,"https://www.maddenratings.com/wp-content/uploads/segun-olubi-23330-madden-photo.png"
brandon-cleveland,"https://www.maddenratings.com/wp-content/uploads/brandon-cleveland-16346.png"
jahfari-harvey,"https://www.maddenratings.com/wp-content/uploads/jahfari-harvey-4782.png"
justin-pickett,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
thomas-booker,"https://www.maddenratings.com/wp-content/uploads/thomas-booker-iv-22173-madden-photo.png"
cameron-mcgrone,"https://www.maddenratings.com/wp-content/uploads/cameron-mcgrone-21499-madden-photo.png"
greedy-vance-jr,"https://www.maddenratings.com/wp-content/uploads/Greedy-Vance-Jr-4760.png"
chigozie-anusiem,"https://www.maddenratings.com/wp-content/uploads/chigozie-anusiem-4360475-madden-photo.png"
atonio-mafi,"https://www.maddenratings.com/wp-content/uploads/atonio-mafi-22870-madden-photo.png"
gary-smith-iii,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
isaiah-jatta,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
cody-lindenberg,"https://www.maddenratings.com/wp-content/uploads/cody-lindenberg-15254-madden-photo.png"
tristin-mccollum,"https://www.maddenratings.com/wp-content/uploads/tristin-mccollum-22509-madden-photo.png"
tanner-wall,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
derwin-james-jr,"https://www.maddenratings.com/wp-content/uploads/derwin-james-jr-13080-madden-photo.png"
alex-ward,"https://www.maddenratings.com/wp-content/uploads/alex-ward-23111-madden-photo.png"
justin-shorter,"https://www.maddenratings.com/wp-content/uploads/justin-shorter-22800-madden-photo.png"
treven-maae,"https://www.maddenratings.com/wp-content/uploads/treven-maae-4427852-madden-photo.png"
rashawn-slater,"https://www.maddenratings.com/wp-content/uploads/rashawn-slater-21541-madden-photo.png"
joe-alt,"https://www.maddenratings.com/wp-content/uploads/joe-alt-14694-madden-photo.png"
ladd-mcconkey,"https://www.maddenratings.com/wp-content/uploads/ladd-mcconkey-14651-madden-photo.png"
cameron-dicker,"https://www.maddenratings.com/wp-content/uploads/cameron-dicker-22392-madden-photo.png"
justin-herbert,"https://www.maddenratings.com/wp-content/uploads/justin-herbert-21034-madden-photo.png"
daiyan-henley,"https://www.maddenratings.com/wp-content/uploads/daiyan-henley-23000-madden-photo.png"
khalil-mack,"https://www.maddenratings.com/wp-content/uploads/khalil-mack-12344-madden-photo.png"
carter-runyon,"https://www.maddenratings.com/wp-content/uploads/carter-runyon-5155825-madden-photo.png"
jk-scott,"https://www.maddenratings.com/wp-content/uploads/jk-scott-13436-madden-photo.png"
david-njoku,"https://www.maddenratings.com/wp-content/uploads/david-njoku-12532-madden-photo.png"
tarheeb-still,"https://www.maddenratings.com/wp-content/uploads/tarheeb-still-1087-madden-photo.png"
donte-jackson,"https://www.maddenratings.com/wp-content/uploads/donte-jackson-13169-madden-photo.png"
omarion-hampton,"https://www.maddenratings.com/wp-content/uploads/omarion-hampton-15045-madden-photo.png"
akheem-mesidor,"https://www.maddenratings.com/wp-content/uploads/akheem-mesidor-16336.png"
quentin-johnston,"https://www.maddenratings.com/wp-content/uploads/quentin-johnston-22695-madden-photo.png"
tony-jefferson-ii,"https://www.maddenratings.com/wp-content/uploads/tony-jefferson-9879-madden-photo.png"
tyler-biadasz,"https://www.maddenratings.com/wp-content/uploads/tyler-biadasz-20979-madden-photo.png"
elijah-molden,"https://www.maddenratings.com/wp-content/uploads/elijah-molden-21660-madden-photo.png"
teair-tart,"https://www.maddenratings.com/wp-content/uploads/teair-tart-21435-madden-photo.png"
josh-harris,"https://www.maddenratings.com/wp-content/uploads/josh-harris-11807-madden-photo.png"
tuli-tuipulotu,"https://www.maddenratings.com/wp-content/uploads/tuli-tuipulotu-22922-madden-photo.png"
denzel-perryman,"https://www.maddenratings.com/wp-content/uploads/denzel-perryman-2560-madden-photo.png"
dalvin-tomlinson,"https://www.maddenratings.com/wp-content/uploads/dalvin-tomlinson-12595-madden-photo.png"
jake-slaughter,"https://www.maddenratings.com/wp-content/uploads/jake-slaughter-16287.png"
keaton-mitchell,"https://www.maddenratings.com/wp-content/uploads/keaton-mitchell-23134-madden-photo.png"
cam-hart,"https://www.maddenratings.com/wp-content/uploads/cam-hart-14960-madden-photo.png"
kimani-vidal,"https://www.maddenratings.com/wp-content/uploads/kimani-vidal-14637-madden-photo.png"
justin-eboigbe,"https://www.maddenratings.com/wp-content/uploads/justin-eboigbe-14873-madden-photo.png"
oronde-gadsden-ii,"https://www.maddenratings.com/wp-content/uploads/oronde-gadsden-ii-15122-madden-photo.png"
tre-harris,"https://www.maddenratings.com/wp-content/uploads/tre-harris-15058-madden-photo.png"
alec-ingold,"https://www.maddenratings.com/wp-content/uploads/alec-ingold-20390-madden-photo.png"
brenen-thompson,"https://www.maddenratings.com/wp-content/uploads/brenen-thompson-10176.png"
cole-strange,"https://www.maddenratings.com/wp-content/uploads/cole-strange-22137-madden-photo.png"
junior-colson,"https://www.maddenratings.com/wp-content/uploads/junior-colson-14905-madden-photo.png"
troy-dye,"https://www.maddenratings.com/wp-content/uploads/troy-dye-21274-madden-photo.png"
trevor-penning,"https://www.maddenratings.com/wp-content/uploads/trevor-penning-22103-madden-photo.png"
bud-dupree,"https://www.maddenratings.com/wp-content/uploads/bud-dupree-2532-madden-photo.png"
derius-davis,"https://www.maddenratings.com/wp-content/uploads/derius-davis-22819-madden-photo.png"
genesis-smith,"https://www.maddenratings.com/wp-content/uploads/genesis-smith-16229.png"
rj-mickens,"https://www.maddenratings.com/wp-content/uploads/rj-mickens-15336-madden-photo.png"
nick-barrett,"https://www.maddenratings.com/wp-content/uploads/nick-barrett-16401.png"
jamaree-caldwell,"https://www.maddenratings.com/wp-content/uploads/jamaree-caldwell-15211-madden-photo.png"
keandre-lambert-smith,"https://www.maddenratings.com/wp-content/uploads/keandre-lambert-smith-15073-madden-photo.png"
travis-burke,"https://www.maddenratings.com/wp-content/uploads/travis-burke-16280.png"
kyle-kennard,"https://www.maddenratings.com/wp-content/uploads/kyle-kennard-15183-madden-photo.png"
trey-pipkins-iii,"https://www.maddenratings.com/wp-content/uploads/trey-pipkins-iii-20678-madden-photo.png"
logan-taylor,"https://www.maddenratings.com/wp-content/uploads/logan-taylor-16252.png"
charlie-kolar,"https://www.maddenratings.com/wp-content/uploads/charlie-kolar-22096-madden-photo.png"
scott-matlock,"https://www.maddenratings.com/wp-content/uploads/scott-matlock-23268-madden-photo.png"
alex-harkey,"https://www.maddenratings.com/wp-content/uploads/alex-harkey-1804.png"
deane-leonard,"https://www.maddenratings.com/wp-content/uploads/deane-leonard-22491-madden-photo.png"
dalevon-campbell,"https://www.maddenratings.com/wp-content/uploads/dalevon-campbell-4569372-madden-photo.png"
ben-cleveland,"https://www.maddenratings.com/wp-content/uploads/ben-cleveland-21641-madden-photo.png"
jaret-patterson,"https://www.maddenratings.com/wp-content/uploads/jaret-patterson-21579-madden-photo.png"
nadame-tucker,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
sincere-brown,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
terry-webb,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
kendall-williamson,"https://www.maddenratings.com/wp-content/uploads/kendall-williamson-23283-madden-photo.png"
delshawn-phillips,"https://www.maddenratings.com/wp-content/uploads/delshawn-phillips-21408-madden-photo.png"
branson-taylor,"https://www.maddenratings.com/wp-content/uploads/branson-taylor-15140-madden-photo.png"
marlowe-wax,"https://www.maddenratings.com/wp-content/uploads/marlowe-wax-4431467-madden-photo.png"
trey-lance,"https://www.maddenratings.com/wp-content/uploads/trey-lance-21555-madden-photo.png"
nikko-reed,"https://www.maddenratings.com/wp-content/uploads/nikko-reed-4691043-madden-photo.png"
garmon-randolph,"https://www.maddenratings.com/wp-content/uploads/garmon-randolph-4428304-madden-photo.png"
eric-rogers,"https://www.maddenratings.com/wp-content/uploads/eric-rogers-4433895-madden-photo.png"
kayode-awosika,"https://www.maddenratings.com/wp-content/uploads/kayode-awosika-21821-madden-photo.png"
myles-purchase,"https://www.maddenratings.com/wp-content/uploads/myles-purchase-4701177-madden-photo.png"
terah-edwards,"https://www.maddenratings.com/wp-content/uploads/terah-edwards-4431077-madden-photo.png"
jacobian-guillory,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
jacob-spomer,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
jerand-bradley,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
noah-avinger,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
matthew-stafford,"https://www.maddenratings.com/wp-content/uploads/matthew-stafford-20051-madden-photo.png"
trent-mcduffie,"https://www.maddenratings.com/wp-content/uploads/trent-mcduffie-22265-madden-photo.png"
puka-nacua,"https://www.maddenratings.com/wp-content/uploads/puka-nacua-22811-madden-photo.png"
evan-svoboda,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
myles-garrett,"https://www.maddenratings.com/wp-content/uploads/myles-garrett-12520-madden-photo.png"
isaiah-world,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
davante-adams,"https://www.maddenratings.com/wp-content/uploads/davante-adams-10823-madden-photo.png"
alaric-jackson,"https://www.maddenratings.com/wp-content/uploads/alaric-jackson-21997-madden-photo.png"
kyren-williams,"https://www.maddenratings.com/wp-content/uploads/kyren-williams-22051-madden-photo.png"
nate-landman,"https://www.maddenratings.com/wp-content/uploads/nate-landman-22409-madden-photo.png"
byron-young,"https://www.maddenratings.com/wp-content/uploads/byron-young-22938-madden-photo.png"
kobie-turner,"https://www.maddenratings.com/wp-content/uploads/kobie-turner-22933-madden-photo.png"
kamren-curl,"https://www.maddenratings.com/wp-content/uploads/kamren-curl-21012-madden-photo.png"
poona-ford,"https://www.maddenratings.com/wp-content/uploads/poona-ford-13199-madden-photo.png"
kamren-kinchens,"https://www.maddenratings.com/wp-content/uploads/kamren-kinchens-14935-madden-photo.png"
quentin-lake,"https://www.maddenratings.com/wp-content/uploads/quentin-lake-22243-madden-photo.png"
kevin-dotson,"https://www.maddenratings.com/wp-content/uploads/kevin-dotson-21196-madden-photo.png"
steve-avila,"https://www.maddenratings.com/wp-content/uploads/steve-avila-22859-madden-photo.png"
omar-speights,"https://www.maddenratings.com/wp-content/uploads/omar-speights-14917.png"
braden-fiske,"https://www.maddenratings.com/wp-content/uploads/braden-fiske-14855-madden-photo.png"
ethan-evans,"https://www.maddenratings.com/wp-content/uploads/ethan-evans-23274-madden-photo.png"
jaylen-watson,"https://www.maddenratings.com/wp-content/uploads/jaylen-watson-22242-madden-photo.png"
blake-corum,"https://www.maddenratings.com/wp-content/uploads/blake-corum-14623-madden-photo.png"
tyler-higbee,"https://www.maddenratings.com/wp-content/uploads/tyler-higbee-17644-madden-photo.png"
emmanuel-forbes,"https://www.maddenratings.com/wp-content/uploads/emmanuel-forbes-jr-23029-madden-photo.png"
coleman-shelton,"https://www.maddenratings.com/wp-content/uploads/coleman-shelton-13195-madden-photo.png"
josaiah-stewart,"https://www.maddenratings.com/wp-content/uploads/josaiah-stewart-15176-madden-photo.png"
colby-parkinson,"https://www.maddenratings.com/wp-content/uploads/colby-parkinson-20951-madden-photo.png"
harrison-mevis,"https://www.maddenratings.com/wp-content/uploads/harrison-mevis-15003-madden-photo.png"
jarquez-hunter,"https://www.maddenratings.com/wp-content/uploads/jarquez-hunter-14822-madden-photo.png"
jordan-whittington,"https://www.maddenratings.com/wp-content/uploads/jordan-whittington-14674-madden-photo.png"
tyler-davis-clemson,"https://www.maddenratings.com/wp-content/uploads/tyler-davis-14866-madden-photo.png"
warren-mcclendon,"https://www.maddenratings.com/wp-content/uploads/warren-mcclendon-jr-22908-madden-photo.png"
konata-mumpfield,"https://www.maddenratings.com/wp-content/uploads/konata-mumpfield-15085-madden-photo.png"
keagen-trost,"https://www.maddenratings.com/wp-content/uploads/keagen-trost-1855.png"
ty-simpson,"https://www.maddenratings.com/wp-content/uploads/ty-simpson-16188.png"
terrance-ferguson,"https://www.maddenratings.com/wp-content/uploads/terrance-ferguson-15105-madden-photo.png"
beaux-limmer,"https://www.maddenratings.com/wp-content/uploads/beaux-limmer-14722-madden-photo.png"
ty-hamilton,"https://www.maddenratings.com/wp-content/uploads/ty-hamilton-15210-madden-photo.png"
jaylen-mccollough,"https://www.maddenratings.com/wp-content/uploads/Jaylen-McCollough-1344.png"
shaun-dolac,"https://www.maddenratings.com/wp-content/uploads/shaun-dolac-4693848-madden-photo.png"
david-quessenberry,"https://www.maddenratings.com/wp-content/uploads/david-quessenberry-1732-madden-photo.png"
tyler-scott,"https://www.maddenratings.com/wp-content/uploads/tyler-scott-22780-madden-photo.png"
xavier-smith,"https://www.maddenratings.com/wp-content/uploads/xavier-smith-23311-madden-photo.png"
davis-allen,"https://www.maddenratings.com/wp-content/uploads/davis-allen-22840-madden-photo.png"
max-klare,"https://www.maddenratings.com/wp-content/uploads/max-klare-16390.png"
josh-wallace,"https://www.maddenratings.com/wp-content/uploads/josh-wallace-4572371-madden-photo.png"
justin-dedich,"https://www.maddenratings.com/wp-content/uploads/justin-dedich-4360859-madden-photo.png"
dean-connors,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
ronnie-rivers,"https://www.maddenratings.com/wp-content/uploads/ronnie-rivers-22336-madden-photo.png"
cj-daniels,"https://www.maddenratings.com/wp-content/uploads/cj-daniels-16323.png"
desjuan-johnson,"https://www.maddenratings.com/wp-content/uploads/desjuan-johnson-23284-madden-photo.png"
payton-zdroik,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
wesley-bailey,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
darryl-peterson-iii,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
alzillion-hamilton,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
cam-lampkin,"https://www.maddenratings.com/wp-content/uploads/cam-lampkin-4427752-madden-photo.png"
larrell-murchison,"https://www.maddenratings.com/wp-content/uploads/larrell-murchison-21124-madden-photo.png"
grant-stuard,"https://www.maddenratings.com/wp-content/uploads/grant-stuard-21682-madden-photo.png"
nick-andersen,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
nikhai-hill-green,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
tomon-fox,"https://www.maddenratings.com/wp-content/uploads/tomon-fox-21896-madden-photo.png"
dylan-mcmahon,"https://www.maddenratings.com/wp-content/uploads/dylan-mcmahon-14747-madden-photo.png"
tim-keenan-iii,"https://www.maddenratings.com/wp-content/uploads/tim-keenan-iii-16195.png"
tanner-ingle,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
nate-valcarcel,"https://www.maddenratings.com/wp-content/uploads/nate-valcarcel-4695781-madden-photo.png"
stetson-bennett-iv,"https://www.maddenratings.com/wp-content/uploads/stetson-bennett-iv-22714-madden-photo.png"
dan-villari,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
jaxson-moi,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
elias-neal,"https://www.maddenratings.com/wp-content/uploads/elias-neal-4428098-madden-photo.png"
keir-thomas,"https://www.maddenratings.com/wp-content/uploads/keir-thomas-22637-madden-photo.png"
rohan-jones,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
drey-norwood,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
aj-arcuri,"https://www.maddenratings.com/wp-content/uploads/aj-arcuri-22484-madden-photo.png"
devon-achane,"https://www.maddenratings.com/wp-content/uploads/devon-achane-22692-madden-photo.png"
joe-cardona,"https://www.maddenratings.com/wp-content/uploads/joe-cardona-2605-madden-photo.png"
austin-blaske,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
jordyn-brooks,"https://www.maddenratings.com/wp-content/uploads/jordyn-brooks-21316-madden-photo.png"
aaron-brewer,"https://www.maddenratings.com/wp-content/uploads/aaron-brewer-21365-madden-photo.png"
patrick-paul,"https://www.maddenratings.com/wp-content/uploads/patrick-paul-14702-madden-photo.png"
bradley-pinion,"https://www.maddenratings.com/wp-content/uploads/bradley-pinion-2604-madden-photo.png"
tyrel-dodson,"https://www.maddenratings.com/wp-content/uploads/tyrel-dodson-20597-madden-photo.png"
zach-sieler,"https://www.maddenratings.com/wp-content/uploads/zach-sieler-13481-madden-photo.png"
chris-johnson,"https://www.maddenratings.com/wp-content/uploads/chris-johnson-16394.png"
kadyn-proctor,"https://www.maddenratings.com/wp-content/uploads/kadyn-proctor-16192.png"
jacob-rodriguez,"https://www.maddenratings.com/wp-content/uploads/jacob-rodriguez-1806.png"
chop-robinson,"https://www.maddenratings.com/wp-content/uploads/chop-robinson-14753-madden-photo.png"
tutu-atwell,"https://www.maddenratings.com/wp-content/uploads/tutu-atwell-21582-madden-photo.png"
malik-willis,"https://www.maddenratings.com/wp-content/uploads/malik-willis-22048-madden-photo.png"
kenneth-grant,"https://www.maddenratings.com/wp-content/uploads/kenneth-grant-15238-madden-photo.png"
darrell-baker-jr,"https://www.maddenratings.com/wp-content/uploads/darrell-baker-22275-madden-photo.png"
austin-jackson,"https://www.maddenratings.com/wp-content/uploads/austin-jackson-20965-madden-photo.png"
jalen-tolbert,"https://www.maddenratings.com/wp-content/uploads/jalen-tolbert-22088-madden-photo.png"
josh-uche,"https://www.maddenratings.com/wp-content/uploads/joshua-uche-20990-madden-photo.png"
zane-gonzalez,"https://www.maddenratings.com/wp-content/uploads/zane-gonzalez.png"
jaylen-wright,"https://www.maddenratings.com/wp-content/uploads/jaylen-wright-14632-madden-photo.png"
lonnie-johnson-jr,"https://www.maddenratings.com/wp-content/uploads/lonnie-johnson-jr-20452-madden-photo.png"
julius-brents,"https://www.maddenratings.com/wp-content/uploads/juju-brents-23062-madden-photo.png"
malik-washington,"https://www.maddenratings.com/wp-content/uploads/malik-washington-14665-madden-photo.png"
david-ojabo,"https://www.maddenratings.com/wp-content/uploads/david-ojabo-22311-madden-photo.png"
ollie-gordon-ii,"https://www.maddenratings.com/wp-content/uploads/ollie-gordon-ii-15049-madden-photo.png"
riley-patterson,"https://www.maddenratings.com/wp-content/uploads/riley-patterson.png"
chris-bell,"https://www.maddenratings.com/wp-content/uploads/chris-bell-16327.png"
caleb-douglas,"https://www.maddenratings.com/wp-content/uploads/caleb-douglas-16285.png"
willie-gay,"https://www.maddenratings.com/wp-content/uploads/willie-gay-21001-madden-photo.png"
ronnie-harrison-jr,"https://www.maddenratings.com/wp-content/uploads/ronnie-harrison-jr.png"
alex-austin,"https://www.maddenratings.com/wp-content/uploads/alex-austin-23080-madden-photo.png"
greg-dulcich,"https://www.maddenratings.com/wp-content/uploads/greg-dulcich-22344-madden-photo.png"
jordan-phillips,"https://www.maddenratings.com/wp-content/uploads/jordan-phillips-15244-madden-photo.png"
trey-moore,"https://www.maddenratings.com/wp-content/uploads/trey-moore-1825.png"
max-llewellyn,"https://www.maddenratings.com/wp-content/uploads/max-llewellyn-16307.png"
jason-marshall-jr,"https://www.maddenratings.com/wp-content/uploads/jason-marshall-jr-15322-madden-photo.png"
kyle-louis,"https://www.maddenratings.com/wp-content/uploads/kyle-louis-16387.png"
michael-taaffe,"https://www.maddenratings.com/wp-content/uploads/michael-taaffe-16225.png"
jalen-reagor,"https://www.maddenratings.com/wp-content/uploads/jalen-reagor-20938-madden-photo.png"
terrace-marshall-jr,"https://www.maddenratings.com/wp-content/uploads/terrace-marshall-jr-21596-madden-photo.png"
donovan-edwards,"https://www.maddenratings.com/wp-content/uploads/donovan-edwards-15040-madden-photo.png"
jamaree-salyer,"https://www.maddenratings.com/wp-content/uploads/jamaree-salyer-22116-madden-photo.png"
marco-wilson,"https://www.maddenratings.com/wp-content/uploads/marco-wilson-21483-madden-photo.png"
jonah-savaiinaea,"https://www.maddenratings.com/wp-content/uploads/jonah-savaiinaea-15167-madden-photo.png"
kevin-coleman-jr,"https://www.maddenratings.com/wp-content/uploads/kevin-coleman-jr-16328.png"
dante-trader-jr,"https://www.maddenratings.com/wp-content/uploads/dante-trader-jr-15344-madden-photo.png"
tahj-washington,"https://www.maddenratings.com/wp-content/uploads/tahj-washington-15017-madden-photo.png"
a-j-green-iii,"https://www.maddenratings.com/wp-content/uploads/aj-green-iii-4038437-madden-photo.png"
matthew-butler,"https://www.maddenratings.com/wp-content/uploads/matthew-butler-22169-madden-photo.png"
will-kacmarek,"https://www.maddenratings.com/wp-content/uploads/will-kacmarek-16371.png"
zeek-biggers,"https://www.maddenratings.com/wp-content/uploads/zeek-biggers-15234-madden-photo.png"
ethan-bonner,"https://www.maddenratings.com/wp-content/uploads/ethan-bonner-4360746-madden-photo.png"
dj-campbell,"https://www.maddenratings.com/wp-content/uploads/dj-campbell-16222.png"
charlie-heck,"https://www.maddenratings.com/wp-content/uploads/charlie-heck-21111-madden-photo.png"
cameron-goode,"https://www.maddenratings.com/wp-content/uploads/cameron-goode-21898-madden-photo.png"
zayne-anderson,"https://www.maddenratings.com/wp-content/uploads/zayne-anderson-22017-madden-photo.png"
jackson-woodard,"https://www.maddenratings.com/wp-content/uploads/jackson-woodard-15251.png"
major-burns,"https://www.maddenratings.com/wp-content/uploads/major-burns-4429036-madden-photo.png"
cole-turner,"https://www.maddenratings.com/wp-content/uploads/cole-turner-22095-madden-photo.png"
carlos-washington-jr,"https://www.maddenratings.com/wp-content/uploads/carlos-washington-jr-4248425-madden-photo.png"
louis-moore,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
robert-beal-jr,"https://www.maddenratings.com/wp-content/uploads/robert-beal-jr-22981-madden-photo.png"
miles-battle,"https://www.maddenratings.com/wp-content/uploads/Miles-Battle-4773.png"
kevin-cline,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
ben-sims,"https://www.maddenratings.com/wp-content/uploads/ben-sims-22834-madden-photo.png"
andrew-meyer,"https://www.maddenratings.com/wp-content/uploads/andrew-meyer-4362064-madden-photo.png"
storm-duck,"https://www.maddenratings.com/wp-content/uploads/storm-duck-4427103-madden-photo.png"
cam-miller,"https://www.maddenratings.com/wp-content/uploads/cam-miller-4693331-madden-photo.png"
josh-priebe,"https://www.maddenratings.com/wp-content/uploads/josh-priebe-4432503-madden-photo.png"
quinn-ewers,"https://www.maddenratings.com/wp-content/uploads/quinn-ewers-14799-madden-photo.png"
justin-jefferson,"https://www.maddenratings.com/wp-content/uploads/justin-jefferson-20961-madden-photo.png"
christian-darrisaw,"https://www.maddenratings.com/wp-content/uploads/christian-darrisaw-21534-madden-photo.png"
seydou-traore,"https://www.maddenratings.com/wp-content/uploads/seydou-traore-16344.png"
brian-oneill,"https://www.maddenratings.com/wp-content/uploads/brian-oneill-13257-madden-photo.png"
jordan-addison,"https://www.maddenratings.com/wp-content/uploads/jordan-addison-22693-madden-photo.png"
mark-gronowski,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
andrew-van-ginkel,"https://www.maddenratings.com/wp-content/uploads/andrew-van-ginkel-20699-madden-photo.png"
jim-bonifas,"https://www.maddenratings.com/wp-content/uploads/madden-nfl-player.png"
byron-murphy-jr,"https://www.maddenratings.com/wp-content/uploads/byron-murphy-jr-20599-madden-photo.png"
will-reichard,"https://www.maddenratings.com/wp-content/uploads/will-reichard-15004-madden-photo.png"
tj-hockenson,"https://www.maddenratings.com/wp-content/uploads/tj-hockenson-20518-madden-photo.png"
blake-cashman,"https://www.maddenratings.com/wp-content/uploads/blake-cashman-20693-madden-photo.png"
josh-metellus,"https://www.maddenratings.com/wp-content/uploads/josh-metellus-21155-madden-photo.png"
isaiah-rodgers,"https://www.maddenratings.com/wp-content/uploads/isaiah-rodgers-sr-24432-madden-photo.png"
jauan-jennings,"https://www.maddenratings.com/wp-content/uploads/jauan-jennings-21073-madden-photo.png"
aaron-jones,"https://www.maddenratings.com/wp-content/uploads/aaron-jones-12748-madden-photo.png"
jordan-mason,"https://www.maddenratings.com/wp-content/uploads/jordan-mason-22332-madden-photo.png"
jalen-redmond,"https://www.maddenratings.com/wp-content/uploads/jalen-redmond-22951-madden-photo.png"
andrew-depaola,"https://www.maddenratings.com/wp-content/uploads/andrew-depaola-2279-madden-photo.png"
will-fries,"https://www.maddenratings.com/wp-content/uploads/will-fries-21831-madden-photo.png"
caleb-banks,"https://www.maddenratings.com/wp-content/uploads/caleb-banks-16292.png"
dallas-turner,"https://www.maddenratings.com/wp-content/uploads/dallas-turner-14894-madden-photo.png"
james-pierre,"https://www.maddenratings.com/wp-content/uploads/james-pierre-21021-madden-photo.png"
eric-wilson,"https://www.maddenratings.com/wp-content/uploads/eric-wilson-12885-madden-photo.png"
kyler-murray,"https://www.maddenratings.com/wp-content/uploads/kyler-murray-20430-madden-photo.png"
jake-golday,"https://www.maddenratings.com/wp-content/uploads/jake-golday-1891.png"
jakobe-thomas,"https://www.maddenratings.com/wp-content/uploads/jakobe-thomas-1850.png"
ivan-pace-jr,"https://www.maddenratings.com/wp-content/uploads/ivan-pace-jr-22977-madden-photo.png"
johnny-hekker,"https://www.maddenratings.com/wp-content/uploads/johnny-hekker-11695-madden-photo.png"
donovan-jackson,"https://www.maddenratings.com/wp-content/uploads/donovan-jackson-15123-madden-photo.png"
jj-mccarthy,"https://www.maddenratings.com/wp-content/uploads/jj-mccarthy-14610-madden-photo.png"
blake-brandel,"https://www.maddenratings.com/wp-content/uploads/blake-brandel-24423-madden-photo.png"
domonique-orange,"https://www.maddenratings.com/wp-content/uploads/domonique-orange-16311.png"
demond-claiborne,"https://www.maddenratings.com/wp-content/uploads/demond-claiborne-1830.png"
tai-felton,"https://www.maddenratings.com/wp-content/uploads/tai-felton-15075-madden-photo.png"
caleb-tiernan,"https://www.maddenratings.com/wp-content/uploads/caleb-tiernan-16363.png"
josh-oliver,"https://www.maddenratings.com/wp-content/uploads/josh-oliver-20358-madden-photo.png"
jay-ward,"https://www.maddenratings.com/wp-content/uploads/jay-ward-23047-madden-photo.png"
zavier-scott,"https://www.maddenratings.com/wp-content/uploads/zavier-scott-4257364-madden-photo.png"
bo-richter,"https://www.maddenratings.com/wp-content/uploads/bo-richter-4875564-madden-photo.png"
